;ID;Nr;Messtag;Name;Fahrbahn;Belag;Manoever;Geschwindigkeit;Fahrzeug;Reifen;Reifendruck;Witterung;Stoerung;Mikrofon;Position
573;573;271;4;Konstantfahrt Blaubasalt trocken;Oval;Blaubasalt;Konstantfahrt;30 km/h;W75;Goodyear;8,7 bar;trocken;keine;Phillips;1
574;574;272;4;Konstantfahrt Blaubasalt trocken;Oval;Blaubasalt;Konstantfahrt;50 km/h;W75;Goodyear;8,7 bar;trocken;keine;PCB - Puschel;1
575;575;272;4;Konstantfahrt Blaubasalt trocken;Oval;Blaubasalt;Konstantfahrt;50 km/h;W75;Goodyear;8,7 bar;trocken;keine;PCB - Puschel;2
576;576;272;4;Konstantfahrt Blaubasalt trocken;Oval;Blaubasalt;Konstantfahrt;50 km/h;W75;Goodyear;8,7 bar;trocken;keine;Phillips;1
577;577;273;4;Konstantfahrt Blaubasalt trocken;Oval;Blaubasalt;Konstantfahrt;80 km/h;W75;Goodyear;8,7 bar;trocken;keine;PCB - Puschel;1
578;578;273;4;Konstantfahrt Blaubasalt trocken;Oval;Blaubasalt;Konstantfahrt;80 km/h;W75;Goodyear;8,7 bar;trocken;keine;PCB - Puschel;2
579;579;273;4;Konstantfahrt Blaubasalt trocken;Oval;Blaubasalt;Konstantfahrt;80 km/h;W75;Goodyear;8,7 bar;trocken;keine;Phillips;1
580;580;273;4;Konstantfahrt Blaubasalt trocken;Oval;Blaubasalt;Konstantfahrt;80 km/h;W75;Goodyear;8,7 bar;trocken;keine;PCB - Puschel;1
581;581;273;4;Konstantfahrt Blaubasalt trocken;Oval;Blaubasalt;Konstantfahrt;80 km/h;W75;Goodyear;8,7 bar;trocken;keine;PCB - Puschel;2
582;582;273;4;Konstantfahrt Blaubasalt trocken;Oval;Blaubasalt;Konstantfahrt;80 km/h;W75;Goodyear;8,7 bar;trocken;keine;Phillips;1
583;583;274;4;Konstantfahrt Blaubasalt trocken;Oval;Blaubasalt;Konstantfahrt;80 km/h;W75;Goodyear;8,7 bar;trocken;keine;PCB - Puschel;1
584;584;274;4;Konstantfahrt Blaubasalt trocken;Oval;Blaubasalt;Konstantfahrt;80 km/h;W75;Goodyear;8,7 bar;trocken;keine;PCB - Puschel;2
585;585;274;4;Konstantfahrt Blaubasalt trocken;Oval;Blaubasalt;Konstantfahrt;80 km/h;W75;Goodyear;8,7 bar;trocken;keine;Phillips;1
586;586;275;4;Konstantfahrt Stahl trocken;Oval;Stahlbahn;Konstantfahrt;30 km/h;W75;Goodyear;8,7 bar;trocken;keine;PCB - Puschel;1
587;587;275;4;Konstantfahrt Stahl trocken;Oval;Stahlbahn;Konstantfahrt;30 km/h;W75;Goodyear;8,7 bar;trocken;keine;PCB - Puschel;2
588;588;275;4;Konstantfahrt Stahl trocken;Oval;Stahlbahn;Konstantfahrt;30 km/h;W75;Goodyear;8,7 bar;trocken;keine;PCB - Puschel;1
589;589;275;4;Konstantfahrt Stahl trocken;Oval;Stahlbahn;Konstantfahrt;30 km/h;W75;Goodyear;8,7 bar;trocken;keine;PCB - Puschel;2
590;590;275;4;Konstantfahrt Stahl trocken;Oval;Stahlbahn;Konstantfahrt;30 km/h;W75;Goodyear;8,7 bar;trocken;keine;Phillips;1
591;591;276;4;Konstantfahrt Stahl trocken;Oval;Stahlbahn;Konstantfahrt;30 km/h;W75;Goodyear;8,7 bar;trocken;keine;PCB - Puschel;1
592;592;276;4;Konstantfahrt Stahl trocken;Oval;Stahlbahn;Konstantfahrt;30 km/h;W75;Goodyear;8,7 bar;trocken;keine;PCB - Puschel;2
593;593;276;4;Konstantfahrt Stahl trocken;Oval;Stahlbahn;Konstantfahrt;30 km/h;W75;Goodyear;8,7 bar;trocken;keine;Phillips;1
594;594;277;4;Konstantfahrt Stahl trocken;Oval;Stahlbahn;Konstantfahrt;30 km/h;W75;Goodyear;8,7 bar;trocken;keine;PCB - Puschel;1
595;595;277;4;Konstantfahrt Stahl trocken;Oval;Stahlbahn;Konstantfahrt;30 km/h;W75;Goodyear;8,7 bar;trocken;keine;PCB - Puschel;2
596;596;277;4;Konstantfahrt Stahl trocken;Oval;Stahlbahn;Konstantfahrt;30 km/h;W75;Goodyear;8,7 bar;trocken;keine;Phillips;1
597;597;278;4;Konstantfahrt Stahl trocken;Oval;Stahlbahn;Konstantfahrt;30 km/h;W75;Goodyear;8,7 bar;trocken;keine;PCB - Puschel;1
598;598;278;4;Konstantfahrt Stahl trocken;Oval;Stahlbahn;Konstantfahrt;30 km/h;W75;Goodyear;8,7 bar;trocken;keine;PCB - Puschel;2
599;599;278;4;Konstantfahrt Stahl trocken;Oval;Stahlbahn;Konstantfahrt;30 km/h;W75;Goodyear;8,7 bar;trocken;keine;Phillips;1
600;600;279;4;Konstantfahrt Stahl trocken;Oval;Stahlbahn;Konstantfahrt;40 km/h;W75;Goodyear;8,7 bar;trocken;keine;PCB - Puschel;1
601;601;279;4;Konstantfahrt Stahl trocken;Oval;Stahlbahn;Konstantfahrt;40 km/h;W75;Goodyear;8,7 bar;trocken;keine;PCB - Puschel;2
602;602;279;4;Konstantfahrt Stahl trocken;Oval;Stahlbahn;Konstantfahrt;40 km/h;W75;Goodyear;8,7 bar;trocken;keine;Phillips;1
603;603;280;4;Konstantfahrt Stahl trocken;Oval;Stahlbahn;Konstantfahrt;40 km/h;W75;Goodyear;8,7 bar;trocken;keine;PCB - Puschel;1
604;604;280;4;Konstantfahrt Stahl trocken;Oval;Stahlbahn;Konstantfahrt;40 km/h;W75;Goodyear;8,7 bar;trocken;keine;PCB - Puschel;2
605;605;280;4;Konstantfahrt Stahl trocken;Oval;Stahlbahn;Konstantfahrt;40 km/h;W75;Goodyear;8,7 bar;trocken;keine;Phillips;1
606;606;284;4;Konstantfahrt µ-split;Oval;Blaubasalt;Konstantfahrt;30 km/h;W75;Goodyear Marathon LHD II 315/70R22.5 DOT 4311;8,7 bar;feucht;mu-split (Asphalt);PCB - Kein;1
607;607;284;4;Konstantfahrt µ-split;Oval;Asphalt;Konstantfahrt;30 km/h;W75;Goodyear Marathon LHD II 315/70R22.5 DOT 4311;8,7 bar;feucht;mu-split (Blaubasalt);PCB - Kein;2
608;608;285;4;Konstantfahrt µ-split;Oval;Blaubasalt;Konstantfahrt;50 km/h;W75;Goodyear Marathon LHD II 315/70R22.5 DOT 4311;8,7 bar;feucht;mu-split (Asphalt);PCB - Kein;1
609;609;285;4;Konstantfahrt µ-split;Oval;Asphalt;Konstantfahrt;50 km/h;W75;Goodyear Marathon LHD II 315/70R22.5 DOT 4311;8,7 bar;feucht;mu-split (Blaubasalt);PCB - Kein;2
610;610;285;4;Konstantfahrt µ-split;Oval;Blaubasalt;Konstantfahrt;50 km/h;W75;Goodyear Marathon LHD II 315/70R22.5 DOT 4311;8,7 bar;feucht;mu-split (Asphalt);PCB - Kein;1
611;611;285;4;Konstantfahrt µ-split;Oval;Asphalt;Konstantfahrt;50 km/h;W75;Goodyear Marathon LHD II 315/70R22.5 DOT 4311;8,7 bar;feucht;mu-split (Blaubasalt);PCB - Kein;2
612;612;286;4;Konstantfahrt µ-split;Oval;Blaubasalt;Konstantfahrt;80 km/h;W75;Goodyear Marathon LHD II 315/70R22.5 DOT 4311;8,7 bar;feucht;mu-split (Asphalt);PCB - Kein;1
613;613;286;4;Konstantfahrt µ-split;Oval;Asphalt;Konstantfahrt;80 km/h;W75;Goodyear Marathon LHD II 315/70R22.5 DOT 4311;8,7 bar;feucht;mu-split (Blaubasalt);PCB - Kein;2
614;614;287;4;Konstantfahrt µ-split;Oval;Beton;Konstantfahrt;30 km/h;W75;Goodyear Marathon LHD II 315/70R22.5 DOT 4311;8,7 bar;feucht;mu-split (Blaubasalt);PCB - Kein;1
615;615;287;4;Konstantfahrt µ-split;Oval;Blaubasalt;Konstantfahrt;30 km/h;W75;Goodyear Marathon LHD II 315/70R22.5 DOT 4311;8,7 bar;feucht;mu-split (Beton);PCB - Kein;2
616;616;288;4;Konstantfahrt µ-split;Oval;Beton;Konstantfahrt;50 km/h;W75;Goodyear Marathon LHD II 315/70R22.5 DOT 4311;8,7 bar;feucht;mu-split (Blaubasalt);PCB - Kein;1
617;617;288;4;Konstantfahrt µ-split;Oval;Blaubasalt;Konstantfahrt;50 km/h;W75;Goodyear Marathon LHD II 315/70R22.5 DOT 4311;8,7 bar;feucht;mu-split (Beton);PCB - Kein;2
618;618;289;4;Konstantfahrt µ-split;Oval;Beton;Konstantfahrt;80 km/h;W75;Goodyear Marathon LHD II 315/70R22.5 DOT 4311;8,7 bar;feucht;mu-split (Blaubasalt);PCB - Kein;1
619;619;289;4;Konstantfahrt µ-split;Oval;Blaubasalt;Konstantfahrt;80 km/h;W75;Goodyear Marathon LHD II 315/70R22.5 DOT 4311;8,7 bar;feucht;mu-split (Beton);PCB - Kein;2
620;620;290;4;Wippfahrt;Oval;Beton;Wippfahrt;x km/h;W75;Goodyear Marathon LHD II 315/70R22.5 DOT 4311;8,7 bar;feucht;keine;PCB - Kein;1
621;621;290;4;Wippfahrt;Oval;Blaubasalt;Wippfahrt;x km/h;W75;Goodyear Marathon LHD II 315/70R22.5 DOT 4311;8,7 bar;feucht;keine;PCB - Kein;2
622;622;291;4;Konstantfahrt Asphalt nass;Oval;Asphalt;Konstantfahrt;30 km/h;W75;Goodyear Marathon LHD II 315/70R22.5 DOT 4311;8,7 bar;nass;keine;PCB - Kein;1
623;623;291;4;Konstantfahrt Asphalt nass;Oval;Asphalt;Konstantfahrt;30 km/h;W75;Goodyear Marathon LHD II 315/70R22.5 DOT 4311;8,7 bar;nass;keine;PCB - Kein;2
624;624;292;4;Konstantfahrt Asphalt nass;Oval;Asphalt;Konstantfahrt;50 km/h;W75;Goodyear Marathon LHD II 315/70R22.5 DOT 4311;8,7 bar;nass;keine;PCB - Kein;1
625;625;292;4;Konstantfahrt Asphalt nass;Oval;Asphalt;Konstantfahrt;50 km/h;W75;Goodyear Marathon LHD II 315/70R22.5 DOT 4311;8,7 bar;nass;keine;PCB - Kein;2
626;626;293;4;Konstantfahrt Asphalt nass;Oval;Asphalt;Konstantfahrt;80 km/h;W75;Goodyear Marathon LHD II 315/70R22.5 DOT 4311;8,7 bar;nass;keine;PCB - Kein;1
627;627;293;4;Konstantfahrt Asphalt nass;Oval;Asphalt;Konstantfahrt;80 km/h;W75;Goodyear Marathon LHD II 315/70R22.5 DOT 4311;8,7 bar;nass;keine;PCB - Kein;2
628;628;294;4;Konstantfahrt Beton nass;Oval;Beton;Konstantfahrt;30 km/h;W75;Goodyear Marathon LHD II 315/70R22.5 DOT 4311;8,7 bar;nass;keine;PCB - Kein;1
629;629;294;4;Konstantfahrt Beton nass;Oval;Beton;Konstantfahrt;30 km/h;W75;Goodyear Marathon LHD II 315/70R22.5 DOT 4311;8,7 bar;nass;keine;PCB - Kein;2
630;630;295;4;Konstantfahrt Beton nass;Oval;Beton;Konstantfahrt;50 km/h;W75;Goodyear Marathon LHD II 315/70R22.5 DOT 4311;8,7 bar;nass;keine;PCB - Kein;1
631;631;295;4;Konstantfahrt Beton nass;Oval;Beton;Konstantfahrt;50 km/h;W75;Goodyear Marathon LHD II 315/70R22.5 DOT 4311;8,7 bar;nass;keine;PCB - Kein;2
632;632;296;4;Konstantfahrt Beton nass;Oval;Beton;Konstantfahrt;80 km/h;W75;Goodyear Marathon LHD II 315/70R22.5 DOT 4311;8,7 bar;nass;keine;PCB - Kein;1
633;633;296;4;Konstantfahrt Beton nass;Oval;Beton;Konstantfahrt;80 km/h;W75;Goodyear Marathon LHD II 315/70R22.5 DOT 4311;8,7 bar;nass;keine;PCB - Kein;2
634;634;297;4;Konstantfahrt Blaubasalt nass;Oval;Blaubasalt;Konstantfahrt;80 km/h;W75;Goodyear Marathon LHD II 315/70R22.5 DOT 4311;8,7 bar;nass;keine;PCB - Kein;1
635;635;297;4;Konstantfahrt Blaubasalt nass;Oval;Blaubasalt;Konstantfahrt;80 km/h;W75;Goodyear Marathon LHD II 315/70R22.5 DOT 4311;8,7 bar;nass;keine;PCB - Kein;2
636;636;298;4;Konstantfahrt Blaubasalt nass;Oval;Blaubasalt;Konstantfahrt;80 km/h;W75;Goodyear Marathon LHD II 315/70R22.5 DOT 4311;8,7 bar;nass;keine;PCB - Kein;1
637;637;298;4;Konstantfahrt Blaubasalt nass;Oval;Blaubasalt;Konstantfahrt;80 km/h;W75;Goodyear Marathon LHD II 315/70R22.5 DOT 4311;8,7 bar;nass;keine;PCB - Kein;2
638;638;299;4;Konstantfahrt Stahl nass;Oval;Stahlbahn;Konstantfahrt;30 km/h;W75;Goodyear Marathon LHD II 315/70R22.5 DOT 4311;8,7 bar;nass;keine;PCB - Kein;1
639;639;299;4;Konstantfahrt Stahl nass;Oval;Stahlbahn;Konstantfahrt;30 km/h;W75;Goodyear Marathon LHD II 315/70R22.5 DOT 4311;8,7 bar;nass;keine;PCB - Kein;2
640;640;300;4;Konstantfahrt Stahl nass;Oval;Stahlbahn;Konstantfahrt;40 km/h;W75;Goodyear Marathon LHD II 315/70R22.5 DOT 4311;8,7 bar;nass;keine;PCB - Kein;1
641;641;300;4;Konstantfahrt Stahl nass;Oval;Stahlbahn;Konstantfahrt;40 km/h;W75;Goodyear Marathon LHD II 315/70R22.5 DOT 4311;8,7 bar;nass;keine;PCB - Kein;2
642;642;301;4;Konstantfahrt Stahl nass;Oval;Stahlbahn;Konstantfahrt;40 km/h;W75;Goodyear Marathon LHD II 315/70R22.5 DOT 4311;8,7 bar;nass;keine;PCB - Kein;1
643;643;301;4;Konstantfahrt Stahl nass;Oval;Stahlbahn;Konstantfahrt;40 km/h;W75;Goodyear Marathon LHD II 315/70R22.5 DOT 4311;8,7 bar;nass;keine;PCB - Kein;2
644;644;304;5;Konstantfahrt µ-split;Oval;Blaubasalt;Konstantfahrt;30 km/h;W75;Goodyear Marathon LHD II 315/70R22.5 DOT 4311;8,7 bar;nass;mu-split (Asphalt);PCB - Kein;1
645;645;304;5;Konstantfahrt µ-split;Oval;Asphalt;Konstantfahrt;30 km/h;W75;Goodyear Marathon LHD II 315/70R22.5 DOT 4311;8,7 bar;nass;mu-split (Blaubasalt);PCB - Kein;5
646;646;304;5;Konstantfahrt µ-split;Oval;Blaubasalt;Konstantfahrt;30 km/h;W75;Goodyear Marathon LHD II 315/70R22.5 DOT 4311;8,7 bar;nass;mu-split (Asphalt);PCB - Kein;1
647;647;304;5;Konstantfahrt µ-split;Oval;Asphalt;Konstantfahrt;30 km/h;W75;Goodyear Marathon LHD II 315/70R22.5 DOT 4311;8,7 bar;nass;mu-split (Blaubasalt);PCB - Kein;5
648;648;305;5;Konstantfahrt µ-split;Oval;Blaubasalt;Konstantfahrt;50 km/h;W75;Goodyear Marathon LHD II 315/70R22.5 DOT 4311;8,7 bar;nass;mu-split (Asphalt);PCB - Kein;1
649;649;305;5;Konstantfahrt µ-split;Oval;Asphalt;Konstantfahrt;50 km/h;W75;Goodyear Marathon LHD II 315/70R22.5 DOT 4311;8,7 bar;nass;mu-split (Blaubasalt);PCB - Kein;5
650;650;306;5;Konstantfahrt µ-split;Oval;Blaubasalt;Konstantfahrt;80 km/h;W75;Goodyear Marathon LHD II 315/70R22.5 DOT 4311;8,7 bar;nass;mu-split (Asphalt);PCB - Kein;1
651;651;306;5;Konstantfahrt µ-split;Oval;Asphalt;Konstantfahrt;80 km/h;W75;Goodyear Marathon LHD II 315/70R22.5 DOT 4311;8,7 bar;nass;mu-split (Blaubasalt);PCB - Kein;5
652;652;307;5;Konstantfahrt µ-split;Oval;Beton;Konstantfahrt;30 km/h;W75;Goodyear Marathon LHD II 315/70R22.5 DOT 4311;8,7 bar;nass;mu-split (Blaubasalt);PCB - Kein;1
653;653;307;5;Konstantfahrt µ-split;Oval;Blaubasalt;Konstantfahrt;30 km/h;W75;Goodyear Marathon LHD II 315/70R22.5 DOT 4311;8,7 bar;nass;mu-split (Beton);PCB - Kein;5
654;654;308;5;Konstantfahrt µ-split;Oval;Beton;Konstantfahrt;50 km/h;W75;Goodyear Marathon LHD II 315/70R22.5 DOT 4311;8,7 bar;nass;mu-split (Blaubasalt);PCB - Kein;1
655;655;308;5;Konstantfahrt µ-split;Oval;Blaubasalt;Konstantfahrt;50 km/h;W75;Goodyear Marathon LHD II 315/70R22.5 DOT 4311;8,7 bar;nass;mu-split (Beton);PCB - Kein;5
656;656;309;5;Konstantfahrt µ-split;Oval;Beton;Konstantfahrt;80 km/h;W75;Goodyear Marathon LHD II 315/70R22.5 DOT 4311;8,7 bar;nass;mu-split (Blaubasalt);PCB - Kein;1
657;657;309;5;Konstantfahrt µ-split;Oval;Blaubasalt;Konstantfahrt;80 km/h;W75;Goodyear Marathon LHD II 315/70R22.5 DOT 4311;8,7 bar;nass;mu-split (Beton);PCB - Kein;5
658;658;310;5;Trailer ohne Fehlstelle;Oval;Asphalt;Konstantfahrt;80 km/h;W75;Goodyear Marathon LHD II 315/70R22.5 DOT 4311;8,7 bar;nass;keine;PCB - Kein;1
659;659;310;5;Trailer ohne Fehlstelle;Oval;Asphalt;Konstantfahrt;80 km/h;S20;Michelin XTA2+ Energy 385/65R22.5 DOT 3810;8,5 bar;nass;keine;PCB - Kein;6
660;660;311;5;Trailer ohne Fehlstelle;Oval;Asphalt;Konstantfahrt;50 km/h;W75;Goodyear Marathon LHD II 315/70R22.5 DOT 4311;8,7 bar;nass;keine;PCB - Kein;1
661;661;311;5;Trailer ohne Fehlstelle;Oval;Asphalt;Konstantfahrt;50 km/h;S20;Michelin XTA2+ Energy 385/65R22.5 DOT 3810;8,5 bar;nass;keine;PCB - Kein;6
662;662;312;5;Trailer ohne Fehlstelle;Oval;Asphalt;Konstantfahrt;30 km/h;W75;Goodyear Marathon LHD II 315/70R22.5 DOT 4311;8,7 bar;nass;keine;PCB - Kein;1
663;663;312;5;Trailer ohne Fehlstelle;Oval;Asphalt;Konstantfahrt;30 km/h;S20;Michelin XTA2+ Energy 385/65R22.5 DOT 3810;8,5 bar;nass;keine;PCB - Kein;6
664;664;313;5;Trailer ohne Fehlstelle;Oval;Beton;Konstantfahrt;80 km/h;W75;Goodyear Marathon LHD II 315/70R22.5 DOT 4311;8,7 bar;nass;keine;PCB - Kein;1
665;665;313;5;Trailer ohne Fehlstelle;Oval;Beton;Konstantfahrt;80 km/h;S20;Michelin XTA2+ Energy 385/65R22.5 DOT 3810;8,5 bar;nass;keine;PCB - Kein;6
666;666;314;5;Trailer ohne Fehlstelle;Oval;Beton;Konstantfahrt;50 km/h;W75;Goodyear Marathon LHD II 315/70R22.5 DOT 4311;8,7 bar;nass;keine;PCB - Kein;1
667;667;314;5;Trailer ohne Fehlstelle;Oval;Beton;Konstantfahrt;50 km/h;S20;Michelin XTA2+ Energy 385/65R22.5 DOT 3810;8,5 bar;nass;keine;PCB - Kein;6
668;668;315;5;Trailer ohne Fehlstelle;Oval;Beton;Konstantfahrt;30 km/h;W75;Goodyear Marathon LHD II 315/70R22.5 DOT 4311;8,7 bar;nass;keine;PCB - Kein;1
669;669;315;5;Trailer ohne Fehlstelle;Oval;Beton;Konstantfahrt;30 km/h;S20;Michelin XTA2+ Energy 385/65R22.5 DOT 3810;8,5 bar;nass;keine;PCB - Kein;6
670;670;316;5;Trailer ohne Fehlstelle;Oval;Blaubasalt;Konstantfahrt;80 km/h;W75;Goodyear Marathon LHD II 315/70R22.5 DOT 4311;8,7 bar;nass;keine;PCB - Kein;1
671;671;316;5;Trailer ohne Fehlstelle;Oval;Blaubasalt;Konstantfahrt;80 km/h;S20;Michelin XTA2+ Energy 385/65R22.5 DOT 3810;8,5 bar;nass;keine;PCB - Kein;6
672;672;317;5;Trailer ohne Fehlstelle;Oval;Blaubasalt;Konstantfahrt;50 km/h;W75;Goodyear Marathon LHD II 315/70R22.5 DOT 4311;8,7 bar;nass;keine;PCB - Kein;1
673;673;317;5;Trailer ohne Fehlstelle;Oval;Blaubasalt;Konstantfahrt;50 km/h;S20;Michelin XTA2+ Energy 385/65R22.5 DOT 3810;8,5 bar;nass;keine;PCB - Kein;6
674;674;318;5;Trailer ohne Fehlstelle;Oval;Blaubasalt;Konstantfahrt;30 km/h;W75;Goodyear Marathon LHD II 315/70R22.5 DOT 4311;8,7 bar;nass;keine;PCB - Kein;1
675;675;318;5;Trailer ohne Fehlstelle;Oval;Blaubasalt;Konstantfahrt;30 km/h;S20;Michelin XTA2+ Energy 385/65R22.5 DOT 3810;8,5 bar;nass;keine;PCB - Kein;6
676;676;319;5;Trailer Reifendruck niedrig ;Oval;Asphalt;Konstantfahrt;80 km/h;S20;Michelin XTA2+ Energy 385/65R22.5 DOT 3810;6 bar;feucht;keine;PCB - Kein;6
677;677;319;5;Trailer Reifendruck niedrig ;Oval;Asphalt;Konstantfahrt;80 km/h;S20;Michelin XTA2+ Energy 385/65R22.5 DOT 3810;6 bar;feucht;keine;PCB - Kein;7
678;678;320;5;Trailer Reifendruck niedrig ;Oval;Asphalt;Konstantfahrt;50 km/h;S20;Michelin XTA2+ Energy 385/65R22.5 DOT 3810;6 bar;feucht;keine;PCB - Kein;6
679;679;320;5;Trailer Reifendruck niedrig ;Oval;Asphalt;Konstantfahrt;50 km/h;S20;Michelin XTA2+ Energy 385/65R22.5 DOT 3810;6 bar;feucht;keine;PCB - Kein;7
680;680;321;5;Trailer Reifendruck niedrig ;Oval;Asphalt;Konstantfahrt;30 km/h;S20;Michelin XTA2+ Energy 385/65R22.5 DOT 3810;6 bar;feucht;keine;PCB - Kein;6
681;681;321;5;Trailer Reifendruck niedrig ;Oval;Asphalt;Konstantfahrt;30 km/h;S20;Michelin XTA2+ Energy 385/65R22.5 DOT 3810;6 bar;feucht;keine;PCB - Kein;7
682;682;322;5;Trailer Reifendruck niedrig ;Oval;Beton;Konstantfahrt;80 km/h;S20;Michelin XTA2+ Energy 385/65R22.5 DOT 3810;6 bar;feucht;keine;PCB - Kein;6
683;683;322;5;Trailer Reifendruck niedrig ;Oval;Beton;Konstantfahrt;80 km/h;S20;Michelin XTA2+ Energy 385/65R22.5 DOT 3810;6 bar;feucht;keine;PCB - Kein;7
684;684;323;5;Trailer Reifendruck niedrig ;Oval;Beton;Konstantfahrt;50 km/h;S20;Michelin XTA2+ Energy 385/65R22.5 DOT 3810;6 bar;feucht;keine;PCB - Kein;6
685;685;323;5;Trailer Reifendruck niedrig ;Oval;Beton;Konstantfahrt;50 km/h;S20;Michelin XTA2+ Energy 385/65R22.5 DOT 3810;6 bar;feucht;keine;PCB - Kein;7
686;686;324;5;Trailer Reifendruck niedrig ;Oval;Beton;Konstantfahrt;30 km/h;S20;Michelin XTA2+ Energy 385/65R22.5 DOT 3810;6 bar;feucht;keine;PCB - Kein;6
687;687;324;5;Trailer Reifendruck niedrig ;Oval;Beton;Konstantfahrt;30 km/h;S20;Michelin XTA2+ Energy 385/65R22.5 DOT 3810;6 bar;feucht;keine;PCB - Kein;7
688;688;325;5;Trailer Reifendruck niedrig ;Oval;Blaubasalt;Konstantfahrt;80 km/h;S20;Michelin XTA2+ Energy 385/65R22.5 DOT 3810;6 bar;feucht;keine;PCB - Kein;6
689;689;325;5;Trailer Reifendruck niedrig ;Oval;Blaubasalt;Konstantfahrt;80 km/h;S20;Michelin XTA2+ Energy 385/65R22.5 DOT 3810;6 bar;feucht;keine;PCB - Kein;7
690;690;326;5;Trailer Reifendruck niedrig ;Oval;Blaubasalt;Konstantfahrt;50 km/h;S20;Michelin XTA2+ Energy 385/65R22.5 DOT 3810;6 bar;feucht;keine;PCB - Kein;6
691;691;326;5;Trailer Reifendruck niedrig ;Oval;Blaubasalt;Konstantfahrt;50 km/h;S20;Michelin XTA2+ Energy 385/65R22.5 DOT 3810;6 bar;feucht;keine;PCB - Kein;7
692;692;327;5;Trailer Reifendruck niedrig ;Oval;Blaubasalt;Konstantfahrt;30 km/h;S20;Michelin XTA2+ Energy 385/65R22.5 DOT 3810;6 bar;feucht;keine;PCB - Kein;6
693;693;327;5;Trailer Reifendruck niedrig ;Oval;Blaubasalt;Konstantfahrt;30 km/h;S20;Michelin XTA2+ Energy 385/65R22.5 DOT 3810;6 bar;feucht;keine;PCB - Kein;7
694;694;35;5;Reifendruck niedrig;Oval;Asphalt;Konstantfahrt;80 km/h;W75;Goodyear;6 bar;trocken;keine;PCB - Kein;1
695;695;35;5;Reifendruck niedrig;Oval;Asphalt;Konstantfahrt;80 km/h;W75;Goodyear;6 bar;trocken;keine;PCB - Kein;2
